label,area,mean_intensity,integrated_density,filename,age,channel,region
43,114.0,245.30701754385964,27965.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
44,33.0,244.93939393939394,8083.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
45,118.0,242.60169491525423,28627.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
46,292.0,243.45890410958904,71090.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
47,198.0,246.83838383838383,48874.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
48,149.0,249.8255033557047,37224.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
49,250.0,239.156,59789.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
50,19.0,248.52631578947367,4722.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
51,63.0,245.17460317460316,15446.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
52,44.0,249.70454545454547,10987.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
53,48.0,231.54166666666666,11114.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
54,73.0,245.986301369863,17957.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
55,138.0,248.1086956521739,34239.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
56,53.0,217.0,11501.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
57,210.0,243.72857142857143,51183.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
58,132.0,227.8181818181818,30072.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
59,155.0,244.2258064516129,37855.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
60,131.0,246.2824427480916,32263.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
61,245.0,241.35510204081632,59132.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
62,104.0,237.1153846153846,24660.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
63,77.0,240.80519480519482,18542.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
64,114.0,226.35087719298247,25804.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
65,28.0,219.89285714285714,6157.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
66,18.0,160.55555555555554,2890.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
67,327.0,233.10703363914374,76226.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
68,79.0,242.46835443037975,19155.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
69,189.0,244.45502645502646,46202.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
70,186.0,244.75806451612902,45525.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
71,43.0,226.95348837209303,9759.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
72,51.0,219.07843137254903,11173.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
73,145.0,244.64827586206897,35474.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
74,186.0,239.95698924731184,44632.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
75,192.0,239.81770833333334,46045.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
76,170.0,241.27058823529413,41016.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
77,162.0,245.46913580246914,39766.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
78,265.0,237.988679245283,63067.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
79,113.0,245.09734513274336,27696.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
80,249.0,242.04819277108433,60270.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
81,194.0,239.56185567010309,46475.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
82,70.0,248.75714285714287,17413.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
83,105.0,223.3904761904762,23456.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
84,11.0,209.9090909090909,2309.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
85,99.0,244.1010101010101,24166.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
86,162.0,244.00617283950618,39529.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
87,67.0,211.0,14137.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
88,81.0,245.19753086419752,19861.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
89,57.0,218.56140350877192,12458.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
90,185.0,238.7945945945946,44177.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
91,63.0,239.88888888888889,15113.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
92,191.0,237.74869109947645,45410.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
93,60.0,241.61666666666667,14497.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
94,94.0,248.19148936170214,23330.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
95,67.0,218.55223880597015,14643.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
96,13.0,254.53846153846155,3309.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
97,205.0,245.34146341463415,50295.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
98,171.0,223.140350877193,38157.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
99,87.0,245.86206896551724,21390.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
100,152.0,233.85526315789474,35546.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
101,139.0,245.9208633093525,34183.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
102,38.0,245.78947368421052,9340.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
103,52.0,245.25,12753.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
104,116.0,245.8706896551724,28521.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
105,246.0,238.4959349593496,58670.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
106,147.0,237.60544217687075,34928.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
107,144.0,245.375,35334.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
108,79.0,241.26582278481013,19060.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
109,39.0,244.4102564102564,9532.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
110,185.0,211.18378378378378,39069.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
111,12.0,251.5,3018.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
112,125.0,234.736,29342.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
113,303.0,239.14191419141915,72460.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
114,155.0,238.4774193548387,36964.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
115,163.0,235.55828220858896,38396.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
116,151.0,246.96688741721854,37292.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
117,167.0,241.33532934131736,40303.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
118,94.0,245.08510638297872,23038.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
119,117.0,247.12820512820514,28914.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
120,114.0,245.80701754385964,28022.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
121,28.0,224.57142857142858,6288.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
122,79.0,246.9240506329114,19507.0,B465_ARC _C3_slice4-Ort.czi,old,pomc,lower
