label,area,mean_intensity,integrated_density,filename,age,channel,region
73,125.0,213.728,26716.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
74,37.0,221.6216216216216,8200.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
75,75.0,211.25333333333333,15844.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
76,48.0,219.70833333333334,10546.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
77,125.0,190.52,23815.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
78,14.0,209.35714285714286,2931.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
79,75.0,229.92,17244.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
80,92.0,210.91304347826087,19404.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
81,99.0,196.41414141414143,19445.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
82,89.0,231.19101123595505,20576.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
83,78.0,210.24358974358975,16399.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
84,361.0,218.6343490304709,78927.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
85,153.0,224.1437908496732,34294.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
86,2.0,230.5,461.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
87,87.0,227.77011494252875,19816.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
88,70.0,201.65714285714284,14116.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
89,62.0,204.69354838709677,12691.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
90,59.0,160.47457627118644,9468.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
91,25.0,178.32,4458.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
92,89.0,229.95505617977528,20466.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
93,23.0,176.3913043478261,4057.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
94,49.0,201.77551020408163,9887.0,K731_ARC _C1_slice2-Ort.czi,adult,gal,upper
